loss/dynamics_holdout_loss,loss/dynamics_train_loss,timestep
0.5240849,-35.273226389102135,1
0.41127506,-46.14673011620412,2
0.34187445,-49.032746019354846,3
0.29308447,-50.777149744069256,4
0.25550145,-52.05381103920414,5
0.2325373,-53.07473108686882,6
0.21517567,-53.906527882338516,7
0.20302746,-54.604575728539025,8
0.18452314,-55.19192798697122,9
0.17576462,-55.725202150991386,10
0.17083535,-56.198552398701196,11
0.15829113,-56.61986990927061,12
0.1507934,-57.01033312709426,13
0.14431815,-57.35078826116229,14
0.13986236,-57.63231384725154,15
0.13565485,-57.920801905566385,16
0.1309703,-58.15381868047835,17
0.12902378,-58.29233406480117,18
0.12693454,-58.591131270214426,19
0.1252981,-58.74442781186571,20
0.118661165,-59.06928443102046,21
0.11940807,-59.162107697667395,22
0.11587839,-59.21593462557697,23
0.11374203,-59.429363689009506,24
0.10976003,-59.68515286634446,25
0.113093734,-59.696493122037765,26
0.10940565,-59.73782155698009,27
0.113674425,-59.543884298487626,28
0.10939493,-59.9402721634312,29
0.106516436,-60.17598193079542,30
0.10664165,-60.16578477262824,31
0.10280056,-60.04671461356384,32
0.106662154,-60.17417209798917,33
0.10305153,-60.14485294495304,34
0.10164449,-60.021433225796955,35
0.10167377,-60.4081774060732,36
0.102883495,-60.14225596805941,37
0.10147387,-59.93633264226057,38
0.09954296,-60.39447268696606,39
0.09751842,-60.57539144919558,40
0.097557254,-60.48859623253659,41
0.09301704,-60.72887576190108,42
0.09435914,-60.83764531803975,43
0.09565703,-60.62413624762022,44
0.09433933,-60.701724099147384,45
0.099696174,-60.84864091109301,46
0.09425075,-61.12592056423032,47
0.09344332,-60.227292280235034,48
0.091102,-61.13537096650298,49
0.093884125,-60.97608050214745,50
0.09987463,-60.62095499002031,51
0.09682009,-60.05932369700276,52
0.09251161,-58.44499282136905,53
0.09145625,-60.84522251054352,54
0.10172908,-53.429097583626046,55
0.09036086,-58.70728947162078,56
0.094861135,-60.99455437702383,57
0.091822274,-60.96610511927425,58
0.08902483,-60.01771847917287,59
0.09179975,-61.5737697148375,60
0.089844726,-60.92191419548886,61
0.09024195,-60.941124194557204,62
0.08865058,-60.5192843832512,63
0.087578624,-60.884349804787426,64
0.08822226,-61.657314663344,65
0.09209217,-61.56893369678838,66
0.09115751,-60.66568319451942,67
0.092099786,-61.33087930984257,68
0.09423965,-60.78672504736707,69
0.08818457,-61.69144438401745,70
0.09730825,-60.59272423808611,71
0.08524473,-61.54732187934278,72
0.09279784,-61.83952848553489,73
0.08862278,-61.28251381120849,74
0.089189075,-61.852958479799035,75
0.087619655,-61.049809872806186,76
0.09081235,-60.27019645842958,77
0.08481505,-61.619532854820115,78
0.084113285,-59.49021611818057,79
0.101383306,-59.35667049449391,80
0.0888289,-61.363107657258396,81
0.08397784,-56.830906980055715,82
0.106145345,-59.49143457116339,83
0.093097135,-61.40205776775462,84
0.08682307,-43.67185187245063,85
0.09060011,-60.69278335149634,86
0.08596302,-61.02200528815452,87
0.083191685,-59.921637237980995,88
0.08806564,-61.456175047480784,89
0.08910178,-61.08761536822966,90
0.08397082,-61.1100374769587,91
0.08109714,-61.35835220048966,92
0.08319421,-62.20512029254771,93
0.08037997,-62.54832820154132,94
0.08215292,-61.6484333351455,95
0.086498804,-59.06775432590581,96
0.083985105,-62.33690156255886,97
0.09006749,-61.44547290431068,98
0.089889586,-59.97341137477469,99
0.092890985,-59.81806147555334,100
0.09776552,-59.24447861121707,101
0.08609094,-59.92608628350314,102
0.08238898,-61.6815686741655,103
0.08746116,-61.51187779068351,104
0.0897813,-61.25706204777725,105
0.088860944,-57.666197542011865,106
0.086269006,-62.10520571979761,107
0.08997913,-58.52415465000851,108
0.08583324,-60.429571100401446,109
0.08600538,-59.87816878173591,110
0.0872369,-60.36129279202656,111
