eval/episode_length,eval/episode_length_std,eval/normalized_episode_reward,eval/normalized_episode_reward_std,loss/actor,loss/critic1,loss/critic2,timestep
226.6,3.7202150475476548,12.210140557054277,0.18791259241079328,-2.339106420993805,0.13547197500988822,0.12740409683063636,1000
303.6,35.191476240703516,17.84499854280458,3.8223970864718986,-2.4141157054901092,0.23003336338698843,0.22649837156385175,2000
487.1,41.82690521661865,33.22716639398831,4.558323933749101,-2.433504858970644,0.3578594986870885,0.3520127780884503,3000
670.9,201.0788153933676,55.138154349999624,19.130171197245662,-2.4425336217880185,0.4340773337110873,0.428064942985773,4000
621.7,98.89696658644289,48.21725981607313,9.346582876300843,-2.4473174219131417,0.5954441349059347,0.5878722229152913,5000
445.2,50.97803448545265,32.90822751454775,5.146455930988489,-2.4501355543136554,0.6422990480810399,0.6378759655654436,6000
375.2,183.277276278321,26.349682052519352,17.24133011125088,-2.4517413544654882,0.7314241765439515,0.7269324730634696,7000
743.5,173.27853300394716,61.605792406547565,16.830466914110875,-2.4529268226623504,0.8097730591893193,0.8172502731382846,8000
589.0,189.6306937180793,48.139403971324654,18.217836857581485,-2.45390375995636,0.8844840987324726,0.8868857028186331,9000
529.0,140.40940139463595,42.54529866754999,13.596181943003579,-2.454894042968754,0.9870003055632103,0.9859125321507454,10000
535.8,141.16926010998287,43.63906756331826,13.072700211532814,-2.4555993037223853,1.0952543659806269,1.1008003668189068,11000
322.8,89.66136291625284,24.784140698508523,8.421061937478031,-2.456131274700166,1.1718542225360888,1.159228712201117,12000
109.3,5.933801479658718,5.784412029361956,0.5654534764269831,-2.4565198030471813,1.3085224447846397,1.3023978751897805,13000
331.9,196.9905835312947,25.37177523238139,17.776905215575827,-2.4569921302795494,1.4157966421246508,1.3949239709377286,14000
593.1,104.59392907812575,48.824577941120815,10.551304325443338,-2.4574532775878906,1.5165780730843539,1.507910566866398,15000
530.6,172.7166465630919,43.34571479362765,16.75142282988643,-2.4581782717704734,1.6433990847468383,1.6344562070965758,16000
629.4,90.31522573741374,48.972249257769036,9.010698747181385,-2.458481375694269,1.749181969821456,1.7415903628468505,17000
542.0,164.23397943178506,43.35679860433351,14.968154210332237,-2.4588338975906385,1.8103908430337912,1.8035587517023104,18000
542.0,217.60193013849855,45.54083714055089,20.783108080247477,-2.4593751301765447,2.0433921552896526,2.0245005878210094,19000
485.8,219.45195373930943,41.75058623405278,20.472670179056,-2.4597845621108982,2.1164321523904803,2.1039668480157796,20000
683.7,219.57962109449045,59.9091027538491,20.90969814073004,-2.4598967790603665,2.307217571139335,2.2990718947649014,21000
564.3,83.64932755258707,49.68943889190566,8.52728223720067,-2.4602482032775903,2.4262939275503146,2.4304667887687676,22000
369.1,246.01562958478874,31.641010111528274,24.524303390868745,-2.460410669326786,2.628199461817751,2.6379655299186773,23000
573.5,98.28962305350449,47.39096511614799,9.872141021425659,-2.460861497402192,2.803647931933405,2.8021487945318224,24000
589.1,145.38600345287713,50.19026076054773,14.747431756960317,-2.4607905716896097,2.9404462965726847,2.9792246892452243,25000
753.9,190.4560054185743,66.96721651830076,18.4746357613699,-2.4611573071479746,3.1738023599386245,3.1628663080930717,26000
577.7,78.3020433960698,49.28725753626327,8.751786373997644,-2.4614266119003267,3.361002268910408,3.3587904732227334,27000
503.5,168.15781278311155,42.507341865681944,17.49971112416122,-2.4616446714401197,3.5728828485012083,3.5482343170642805,28000
710.3,239.18614090285416,60.259585773333335,23.152664536132036,-2.4617007017135606,3.7652100322246542,3.7477339985370666,29000
482.3,44.84428614662073,39.443334007223704,4.332361574344888,-2.4618355188369776,3.8897643380165117,3.9638981072902677,30000
635.0,139.8477743834345,53.317674039389615,14.10769181493594,-2.461915248394013,4.196331450462336,4.18496801519395,31000
645.2,156.78762706285212,57.03737027652879,15.61475879552442,-2.4620303535461496,4.371496411800386,4.3753364846706475,32000
716.4,174.8846476967032,61.337767219704965,16.800878593778663,-2.462122609138486,4.531889934301365,4.590491749286656,33000
787.7,178.8882612135296,72.08066921375301,16.453314016904493,-2.4623144259452787,4.8016403875351,4.796901771306998,34000
769.7,206.55122851244434,68.54969338708614,19.38446014070446,-2.4625222344398505,4.938998526334765,4.920099619865417,35000
767.7,239.26932523831803,66.79569355494789,22.598423673988886,-2.462497579574577,5.239341686964042,5.261428816795352,36000
844.9,213.89878447527465,72.42505969732105,19.290603032327038,-2.462748109817498,5.2580795304775325,5.338852221727365,37000
791.6,225.57313669849964,68.87019458407518,20.923494790240518,-2.462787669658662,5.393493385553352,5.379467767953879,38000
771.9,216.5273423842818,67.37325973323046,20.223960983062618,-2.462941225528713,5.527402742147443,5.631186817646016,39000
915.0,152.5208182511489,79.13771768424476,14.309639073102526,-2.463039013385779,5.620742074489601,5.742292969465259,40000
905.5,155.69537565387097,78.8853917680702,13.52291563577638,-2.463105423927309,5.819597192764296,5.840143794059773,41000
857.0,170.3079563614102,74.847506717892,15.422979061021502,-2.463288244247442,6.0994187974929845,6.202460500001899,42000
840.5,196.57072518561864,72.6013566371509,17.521880264895522,-2.4632839407920866,6.191150058031067,6.3055682313442025,43000
819.0,213.7339467655992,70.31051204481578,18.674430882740612,-2.463488664150236,6.345507734775548,6.3851840338706936,44000
904.0,165.2803678601908,81.34095352805495,14.271091549977832,-2.4634553318023698,6.44260962939263,6.5396201431751315,45000
799.7,258.17282970909235,70.40306540778217,23.93297733972977,-2.46364586925507,6.643455797910698,6.657839259147646,46000
878.4,213.36878872037497,75.1379857601885,18.77204278879837,-2.463785982131953,6.7166113131046155,6.775790900230405,47000
951.5,145.5,80.13246733086243,11.76910149742213,-2.463905257225038,6.695135635137554,6.651684422016123,48000
985.2,44.4,84.92827126264608,4.207552903056292,-2.4639250860214217,6.658001816511154,6.908383584976188,49000
969.5,61.06922301781807,85.21393782544057,4.5426926417453,-2.463884183883665,6.827297935962679,6.995339193820965,50000
963.2,110.4,84.55254298875762,9.519585622897948,-2.4640827021598852,6.839423876762391,6.868075760602955,51000
816.9,206.9799265629399,73.40423188108352,19.5621732453827,-2.464043045997617,6.981201904058456,7.042323518753062,52000
791.1,256.79892912549303,67.84727807782842,23.641437978103554,-2.464201646327966,7.175534186124793,7.280287940263755,53000
831.7,210.1513978064386,72.05773778456987,18.204341230167483,-2.4643345422744702,7.2067344486713365,7.296626915454872,54000
978.2,44.336892087741106,86.63938862007858,3.1826708896684055,-2.4642519617080714,7.321119256734849,7.361015048265455,55000
875.0,167.0263452273323,76.79210943141159,15.19160835423321,-2.4643096613883984,7.470762962579729,7.590486774444586,56000
835.9,209.48863931010675,74.43276315044534,18.855245395515283,-2.464373823165894,7.289315814733511,7.441592555999752,57000
980.5,58.5,84.8994085328141,5.485811672112664,-2.464560979843142,7.409281612157816,7.511836029529571,58000
826.2,226.2992708781891,73.45286394066635,20.40009319422234,-2.4644846587181113,7.576515284776688,7.664540335416792,59000
958.3,125.10000000000001,85.1933707361882,11.652299002884977,-2.4647539882659886,7.630034022331235,7.758094653606418,60000
920.1,191.24092135314555,79.79944155115298,17.533342397781766,-2.46477052354812,7.560522269725792,7.6345378162861035,61000
975.9,72.3,82.88429953547711,5.509483503611599,-2.464867719173433,7.749068588256836,7.735249169111261,62000
921.0,158.44999211107586,80.76130212766415,13.809298481497862,-2.464807594776157,7.731334282159808,7.825035181999217,63000
994.5,16.5,87.00827339463132,1.2329206707556233,-2.465029438018795,7.702738065242765,7.91358855628967,64000
922.3,143.72616324107452,81.84721141110126,12.390989819512555,-2.4649474830627467,7.993865395784384,8.085658723831205,65000
1000.0,0.0,88.90563298060512,1.9970774402159268,-2.4650809860229526,7.744816915273666,7.8318409333229075,66000
1000.0,0.0,86.04868570599677,1.1975504110907211,-2.4651244621276867,8.114480202913303,8.28071868038177,67000
1000.0,0.0,86.7819792714566,3.235774632938822,-2.4651740016937294,7.910787026882173,8.055449613094341,68000
914.4,106.81029912887614,81.13064048552859,8.21276716250737,-2.4651235818862856,8.034515075683586,8.150919006347648,69000
988.3,35.1,87.6822282246864,3.168165770856791,-2.4652395868301387,7.997345266580569,8.214619895458199,70000
1000.0,0.0,87.46080778080557,1.1193350178857295,-2.465363451480869,8.227547161579123,8.340693748474115,71000
948.8,153.6,83.21769726097983,13.735495677902904,-2.465321972370146,8.255561128616307,8.354926930904414,72000
988.7,33.9,88.2950611298787,2.6704667532688835,-2.4652553744316106,8.12003137135506,8.178443819999705,73000
972.8,50.83660098787094,85.8433932712821,3.6278931753709367,-2.4652887282371556,8.3666308159828,8.469961069583857,74000
1000.0,0.0,86.10049094036827,1.988396926749496,-2.465337001323697,8.306336997985829,8.373230331897735,75000
1000.0,0.0,86.17844013217795,0.9125152642358254,-2.4653324942588823,8.416923307418813,8.506770518302911,76000
1000.0,0.0,87.64093763091427,1.121937182216504,-2.4654501805305498,8.405359625816354,8.457135375022844,77000
1000.0,0.0,86.34119811243065,0.9790913137234089,-2.4653493113517793,8.447458631992355,8.631667188644434,78000
1000.0,0.0,86.80317388376862,0.7774338868862338,-2.4654898419380236,8.595553144216558,8.555770816326122,79000
933.5,111.27735618714168,80.94859172802843,9.161512555109207,-2.46547638225555,8.612112189292905,8.799061023235312,80000
927.3,147.8147827519291,80.76522305821149,12.951180942127873,-2.465588152885437,8.6952770719528,8.900718111515037,81000
954.6,91.43216064383473,82.24384936688226,7.483776110168828,-2.465465311527252,9.006629021167749,9.139083074092866,82000
1000.0,0.0,87.97120990762308,1.273643853518313,-2.4655892472267174,9.029978818416593,9.084229318141952,83000
999.3,2.1,89.25943946239612,1.3097821026452632,-2.4655732007026687,8.931644036293033,9.150334751129169,84000
972.9,54.3036831163412,84.56035084419004,4.33156151551135,-2.4657506885528533,8.519198587894433,8.672228203773496,85000
1000.0,0.0,85.6662826564488,1.2299165690510185,-2.4656944274902366,8.58658707189558,8.748097368717191,86000
939.3,124.7798461290925,80.4254404500433,10.444075436411044,-2.4658695998191833,8.51142350673677,8.6827678256035,87000
917.2,165.75451728384357,78.90011932660403,14.572014180505233,-2.4658646984100385,8.391966173171987,8.535890499591824,88000
1000.0,0.0,85.17166403708785,0.5484409077981737,-2.4657606792449966,8.536189255237565,8.65986832189562,89000
1000.0,0.0,87.55842007497291,1.6892829321306824,-2.466043551445006,8.265746789455438,8.432576114416142,90000
913.6,173.72345840444234,79.81519499876255,14.941032120540795,-2.4661075143814055,8.48842150354384,8.564707559823983,91000
1000.0,0.0,85.47813770560892,1.302932537076806,-2.4659977164268554,8.074158969402317,8.13441971063615,92000
1000.0,0.0,86.70400681014478,0.971762429666931,-2.4659105110168476,8.116482460498837,8.30937375450135,93000
1000.0,0.0,86.58701256132191,1.629889979152066,-2.4659397125244156,8.255717666149144,8.36540858364105,94000
864.2,209.79456618320694,75.68892689637185,18.068787710274012,-2.4661106667518617,8.129624928712872,8.293184130191788,95000
908.9,243.2876692313032,79.90049634186168,22.542357578420013,-2.4660687994956967,7.909210234165192,7.910901990413662,96000
910.9,179.25872363709388,79.16226117629787,16.55188375473729,-2.4660876812934864,8.012265533208833,8.112985155344019,97000
974.2,77.4,83.94580913027244,5.942968771803824,-2.466174248695375,8.180070073127748,8.285502036333089,98000
1000.0,0.0,86.35916216087205,1.1408766748659358,-2.466165031909944,8.026257097721087,8.036759213924412,99000
1000.0,0.0,88.07323298784063,0.9140416837054309,-2.466249285697936,7.916633301734925,8.156951668739303,100000
974.2,77.4,83.33094445893832,6.307724146019394,-2.4662690758705166,7.864220538854601,7.95678885865211,101000
1000.0,0.0,86.5113469608703,0.7157060860412677,-2.466180307865139,7.849730250597011,7.925341347694396,102000
962.2,75.98131349220017,85.05773055928209,6.63669249169425,-2.466171756744384,7.913000091552739,8.110056373596194,103000
992.3,23.1,85.11477154779166,1.0598088450821268,-2.4661784777641294,8.036825879096964,8.045460215091715,104000
931.7,137.46857822789906,79.65282739864618,11.947931596629088,-2.4662547402381896,7.919122051239013,8.054352113246914,105000
1000.0,0.0,87.21607696657242,1.1793534562494248,-2.4663424997329706,7.935948970556251,8.09302633857726,106000
1000.0,0.0,85.39853270248454,1.4142406438150295,-2.46632804965973,7.8972619776725725,7.967858647584924,107000
1000.0,0.0,86.06551807465398,0.9070814200716374,-2.466511158466337,7.754748917579646,7.853385348081589,108000
968.5,94.5,82.88084127383824,8.16755193667536,-2.4665159296989465,7.824907375335699,7.908470105886457,109000
950.7,147.89999999999998,80.58472852596731,13.067192055714658,-2.4663457107543962,7.610718200445165,7.817423598527911,110000
1000.0,0.0,86.30414042288585,1.392991066036074,-2.4663765764236447,7.920582815885551,7.995009752273557,111000
1000.0,0.0,85.96014618030851,0.7350200980756924,-2.466312794685368,7.997901083707813,8.109778660297403,112000
1000.0,0.0,84.63996545550354,0.8462944924079902,-2.4662453694343522,7.930692366838454,7.953690876960763,113000
1000.0,0.0,84.35055040905438,1.2016874832451505,-2.4664905109405604,7.704672194004046,7.839617724895478,114000
955.8,132.6,81.1102299840179,11.748229041872236,-2.466482686996459,7.810389744281754,7.8931127209663385,115000
966.9,99.3,84.10017187152161,8.505301665862913,-2.466405044078824,7.718890060424816,7.818425884962095,116000
