loss/dynamics_holdout_loss,loss/dynamics_train_loss,timestep
0.47844467,-35.281326552377244,1
0.37350965,-46.302070063290714,2
0.3096504,-49.185941645568356,3
0.26942372,-50.910798913803404,4
0.24233074,-52.198306118267155,5
0.22160399,-53.22600605823009,6
0.20861089,-54.08071233223115,7
0.19801256,-54.7887831935665,8
0.18867579,-55.379187567668225,9
0.18129191,-55.89115223340097,10
0.17085414,-56.35576891578284,11
0.1647908,-56.739593052182705,12
0.15737864,-57.09815660208047,13
0.15302898,-57.42829951142464,14
0.14613014,-57.708384504444126,15
0.14196078,-57.95715294485594,16
0.13597906,-58.19526315190678,17
0.13303597,-58.425445332002234,18
0.13372533,-58.702477606323974,19
0.12690027,-58.85745231191363,20
0.12511681,-58.99874065296017,21
0.12442714,-59.211268601105274,22
0.11892166,-59.3526914242856,23
0.11871435,-59.59942021920531,24
0.115977466,-59.73685684849418,25
0.115375616,-59.763911233014916,26
0.113408566,-59.78299004753843,27
0.11363065,-60.00594410669585,28
0.10932918,-60.06501047021224,29
0.108591005,-59.80586928287317,30
0.10794632,-60.33509721881867,31
0.10509255,-60.30409623316797,32
0.10633937,-60.25896998281649,33
0.106750414,-60.27817709464592,34
0.10443779,-60.07172680273891,35
0.10659633,-60.33061633757195,36
0.10562074,-60.072397267132494,37
0.10172033,-60.71401536842042,38
0.10393622,-60.358631196487075,39
0.101193644,-60.47121228570436,40
0.09773728,-60.85343997525539,41
0.09629937,-60.994148825523595,42
0.09823724,-60.81224017648625,43
0.09570326,-60.53708471977511,44
0.10058905,-60.10122163354105,45
0.10063424,-60.175077190800046,46
0.09642993,-60.9281610536007,47
0.09721876,-60.7310758809409,48
0.0957241,-60.63698740945357,49
0.09518407,-59.77143668352328,50
0.10201883,-60.64981269874619,51
0.0960973,-60.9618126411064,52
0.096429475,-60.680275255879366,53
0.093784735,-60.13807158987751,54
0.097141266,-60.596891590895964,55
0.09213302,-60.56652690947827,56
0.09208228,-61.009771571745404,57
0.0924782,-61.183538692052224,58
0.092272684,-60.70537476635554,59
0.09330797,-60.52576702523809,60
0.0896856,-61.59931605653275,61
0.09088646,-60.34447766425868,62
0.09736401,-58.17419216948473,63
0.09185836,-61.22430435248129,64
0.092137605,-61.14935467772708,65
0.092576,-60.90970851185535,66
0.10030441,-61.00406661779777,67
0.09627323,-60.37666072396915,68
0.088419154,-61.66367641883096,69
0.09070984,-61.2166797448989,70
0.0905838,-60.645928029599716,71
