eval/episode_length,eval/episode_length_std,eval/normalized_episode_reward,eval/normalized_episode_reward_std,loss/actor,loss/critic1,loss/critic2,timestep
144.1,2.071231517720798,6.1956265167398525,0.030192096987488332,-2.2265041410923017,0.16726809287816283,0.16903408061712935,1000
1000.0,0.0,21.561407453787215,-0.003497164828144858,-2.2877667593956,0.4159709291458131,0.4113648607507339,2000
150.3,5.1,5.292915248755539,0.26833656801186084,-2.3101347270011883,0.6763939127624039,0.6733192289173585,3000
219.7,12.969579792730372,9.711707371983442,0.29347031156238756,-2.322085962772373,0.9477042450904841,0.9471693366169924,4000
169.5,18.682879863661277,6.345273666628333,0.402388892609668,-2.3312185087204007,1.218337453842164,1.2190240162014976,5000
115.2,5.582114294781145,4.90215380149241,0.17117826572003925,-2.3363002996444724,1.4805124543905237,1.4569090352058423,6000
111.8,5.230678732248808,5.182337507797049,0.32692033219583966,-2.339647643089294,1.798527361631394,1.765638146877287,7000
107.1,26.417607764519484,5.324444776783357,2.135730058703442,-2.3424258589744604,2.1034008736610406,2.0711194260120367,8000
120.2,11.565465835840769,5.905377898528111,0.5908332998043233,-2.3452366175651536,2.5109218523502266,2.4746946512460677,9000
144.7,49.2322049069509,7.50781946169771,3.5199562832303433,-2.347085948944083,2.99669365572929,2.9385203932523787,10000
196.2,9.724196624914574,11.873694050268622,0.7197151043625001,-2.3484404664039618,3.3349124076366428,3.260601866960528,11000
160.2,38.51181636848618,9.955828346445363,3.0846241343970973,-2.3501312923431383,3.8569815127849543,3.7510466451644877,12000
208.9,8.83685464404615,11.696564924072922,0.9083950310361912,-2.3508903088569655,4.319795919895177,4.2147380745411,13000
149.7,27.3972626369862,6.569300959252865,1.8034490643587147,-2.35158794164658,4.876966609001165,4.757916007280343,14000
177.4,53.56715411518517,10.888347724234524,4.702735971973455,-2.3523578710555997,5.505270272016512,5.380034788131725,15000
251.6,106.55909158771954,16.544681064311703,10.296856758809888,-2.3534987678527846,6.185650411129,6.050212688446049,16000
127.9,19.750696190261245,7.4033080865488055,1.7835153453132973,-2.354666906833648,6.737679917812366,6.590788654565808,17000
240.0,83.4589719562852,18.064948025634614,8.69478072302594,-2.354570140361783,7.46832052087784,7.233690521240216,18000
190.7,22.118092141954737,12.560828417168526,2.188249516634505,-2.3563593759536734,8.160850814819371,7.968787765026089,19000
229.4,95.26720317087093,16.68663888389805,9.134865194170152,-2.3558963794708245,8.695387648105621,8.447848942756643,20000
407.7,300.18429339324194,35.03116460555559,29.270285617282983,-2.3574282608032195,9.473118806838995,9.2207014222145,21000
286.9,240.70456996077164,22.535621342447623,24.01339859377805,-2.3573944158554108,10.272739241600037,10.041551746845242,22000
256.0,195.26699669939106,17.340391447738263,19.443430083341593,-2.35780311775207,10.911383919715886,10.748948364734655,23000
85.1,3.477067730142742,4.039895678470568,0.15948860488536154,-2.3577666954994188,11.572202590465542,11.427235876560214,24000
125.5,50.11835990931866,6.3484850670887285,3.9333484544339457,-2.3582119383811952,12.428635685920705,12.1995936217308,25000
259.5,153.4719844140943,15.198540868130575,11.556690943440737,-2.3579451289176876,13.204746118545524,13.064988195419271,26000
165.5,69.68249421483131,7.911455213004811,6.556457059833792,-2.3592388544082654,13.84104246330265,13.692491479873654,27000
130.9,9.863569333664158,5.580735332233438,0.49217338501906605,-2.359378071308136,14.33467531394956,14.29122285747528,28000
242.1,57.54728490554528,17.320186164409545,6.097392530819991,-2.359941733360291,15.180783364295955,15.032216106414806,29000
185.9,159.98590562921473,11.42293914833467,16.59836002383048,-2.3604879927635167,15.821983796119694,15.587395005226114,30000
