alpha,eval/episode_length,eval/episode_length_std,eval/normalized_episode_reward,eval/normalized_episode_reward_std,loss/actor,loss/alpha,loss/critic1,loss/critic2,timestep
0.957154696822167,1000.0,0.0,2.3030105466641806,2.2655195420583607,-6.272068334579476,-0.2798133817757478,8.220446075916293,8.783780164241795,0
0.880305039525033,1000.0,0.0,5.537207642819593,4.96782225742495,-10.679983570575757,-0.6652679288983345,6.869903912067407,7.017540903091438,0
0.80839154624939,1000.0,0.0,3.742095485427529,3.1387022768100152,-16.646613160133356,-0.9615758424997333,7.005695447921756,7.0165376310348435,0
0.741623251438142,1000.0,0.0,3.3528141097014825,3.808104604859968,-23.466411001205454,-1.1989289572834962,7.968299711227426,7.668278401374814,0
0.6803916628956796,1000.0,0.0,5.080099445567233,3.315466356249745,-31.139981428146356,-1.3730117683410599,9.01275186252592,8.899098532676692,0
0.6243500006794934,1000.0,0.0,4.00270990394637,3.0653611031579775,-39.54652485275269,-1.4725308640599197,10.68178440666199,10.459841962814334,0
0.5738832933306695,1000.0,0.0,4.590386818399874,3.4303785652665426,-48.729130805969184,-1.511086410522461,12.097768357276923,11.981215998649589,0
0.5284035748839382,1000.0,0.0,4.464965012097704,3.2421886711395933,-58.31705685043346,-1.463815733641386,13.457104452133185,13.268075523376469,0
0.4876050186753277,1000.0,0.0,4.368546622564178,3.568402170928838,-68.87772991943355,-1.3566897942423817,15.048262434005723,14.688152185440059,0
0.4518237608671188,1000.0,0.0,7.007815876840986,5.1816230068089855,-79.57787789917009,-1.184998434733598,17.234044548034618,16.937554722785922,0
0.42048022174835187,1000.0,0.0,4.912834216212628,4.094304588716381,-90.1266253128053,-0.9805919538140295,19.953003077507002,19.80679086112976,0
0.39444113165140215,1000.0,0.0,6.750787034303151,5.41399568236416,-101.05601531982411,-0.7179766133502112,22.71831687736512,22.70224390029902,0
0.3740786500573156,1000.0,0.0,7.3168971044649425,5.29101991943414,-111.21592993926991,-0.4638669621273876,25.299124814987163,26.02549723434447,0
0.3604000432789335,1000.0,0.0,6.388317361559814,4.175009693617173,-121.78317113494865,-0.22935128674283609,26.910607067108167,27.515055860519414,0
0.3534188833534726,1000.0,0.0,7.836037346658073,6.119891072668358,-131.81762451171844,-0.083503612075001,27.79389583587649,28.572841693878125,0
0.3510319456160069,1000.0,0.0,10.17000489670101,10.940768408016604,-141.3653347091673,-0.0008634403161704706,29.491371625900282,30.482891576766967,0
0.3506764685213564,1000.0,0.0,30.334962492389835,11.394336806370594,-149.32266005706825,-0.007680532246828096,31.508288330078102,32.71054856681822,0
0.35105581504106464,1000.0,0.0,31.304925247899785,8.36285767795667,-157.60203022003154,0.015224763512611391,34.289817750930744,34.439874059677095,0
0.3524950705766674,1000.0,0.0,13.892022790421555,10.63984494996174,-165.27870835876442,0.02577644212171428,35.57461492538451,36.650900289535514,0
0.35427659991383664,1000.0,0.0,7.8091339617307405,9.249575629377901,-172.6127728424071,0.03391830949857836,38.51023533439646,39.814276454925476,0
0.35766696509718904,1000.0,0.0,21.425571241798988,15.606794639327404,-179.4115264892579,0.05396742031164473,39.54749075889586,40.14610326385494,0
0.36009969681501347,1000.0,0.0,12.747434045549397,10.391196879613712,-185.71812507629392,0.019520452529191917,41.42729687690749,42.41937932395944,0
0.3620189107060422,1000.0,0.0,15.74210984114309,12.040008622720784,-191.88735704040533,0.024520277624949814,45.44030320167543,46.11701957511904,0
0.36239138543605776,1000.0,0.0,22.401887920566903,13.814424085660354,-197.24985238647497,-0.003349899686872978,49.270069494247466,49.141914428710976,0
0.3643728688359261,1000.0,0.0,35.20303014215552,8.969627662367222,-202.94091920471212,0.0415830774754287,47.16783321762094,48.87661926841746,0
0.3652144642174247,1000.0,0.0,19.011451985532496,12.093823492529312,-207.91727967834493,-0.010003368772566332,48.96248279380793,49.364778530120866,0
0.366942937225104,1000.0,0.0,21.032842580709744,11.61996276768724,-212.1004255218508,0.033975088372826596,53.95103399086003,54.061950195312576,0
0.36811306369304697,1000.0,0.0,16.435966055192218,11.728134087999292,-217.9873154144283,-0.008686872076243139,51.300047229766825,51.648773340225304,0
0.36699813905358347,1000.0,0.0,35.38239456914978,11.936357823248727,-221.18402868652362,-0.00514641073346137,51.20694620132439,52.497162981033355,0
0.3657775705158722,1000.0,0.0,35.156909256760564,13.402292145848174,-224.9829185638425,-0.009723184689879386,50.86268567848196,52.43637320137017,0
0.3661055174171923,1000.0,0.0,32.18892057604293,15.482761867208081,-229.2853554534912,0.025443402018397995,54.1735447826386,55.4126154880523,0
0.36709504321217534,1000.0,0.0,35.07946776300596,12.21184444283433,-232.88673114013648,-0.009978061560541365,53.10986476516728,53.85115728950507,0
0.36643882933258975,1000.0,0.0,26.629159053607037,13.676093732085059,-236.55571150207513,-0.023722608853131558,53.17442621612543,55.203069396972644,0
0.3646222860217093,1000.0,0.0,38.58933123675213,7.650330314905494,-239.34249163818293,-0.004311528399586664,54.14398089027415,55.87208582687373,0
0.36508835053443944,1000.0,0.0,35.92752857910471,11.56520143416577,-242.5036792907716,0.013042336091399197,58.01873848342897,61.96845069313047,0
0.3649333778321756,1000.0,0.0,42.34482107293163,3.373634833380256,-246.22297419738732,-0.02831868495047094,59.11604243278501,64.48572717094409,0
0.3624810650646679,1000.0,0.0,37.91970568437619,3.5103260507434944,-247.73529684448258,-0.02613765815645456,61.110066852569574,63.13634043312061,0
0.36106162336468683,1000.0,0.0,41.67290634403835,4.190355115919827,-250.50389836120618,0.0023117042966186697,61.138261514663604,62.29013772392266,0
0.36090204545855514,1000.0,0.0,41.56263644363488,4.991111427706139,-254.35167831420924,-0.013034484464675205,57.70776718330375,60.398691656112746,0
0.3602418797612203,1000.0,0.0,41.86470698980693,3.1309342894329952,-255.95274311828587,-0.01566540066525342,57.61151811790459,60.17759139823915,0
0.35902799832820825,1000.0,0.0,37.128583512745465,12.686143562079371,-257.18853810119543,-0.006215831864625225,61.021373878479025,66.45170864868152,0
0.3592670588195322,1000.0,0.0,44.599400091344855,3.37984848960329,-259.15708993530257,0.012295396212488435,64.99377729415893,73.22007345199577,0
0.358905636310577,1000.0,0.0,42.782673197152945,3.4496581075058077,-262.0548481445309,-0.018343759208917627,66.03418268394472,67.25161124610898,0
0.3583106221854684,1000.0,0.0,44.52610355588856,3.195382024204265,-263.0274716033929,0.002076645459979775,67.60031439590453,72.39370909881605,0
0.36001587513089167,1000.0,0.0,44.11654843388434,3.3915662972428087,-264.1618888244619,0.012912021901458596,67.1616816921234,71.62062339973443,0
0.35947909095883324,1000.0,0.0,44.99941471792538,3.3780268082127396,-265.50489447021425,-0.007117969129234552,67.8353305549622,74.07253454971301,0
0.3587043417096136,1000.0,0.0,41.75615755687952,10.245376795477627,-266.33513504028326,-0.016239092994481317,73.76793457031262,79.97547714805594,0
0.3589646571874621,1000.0,0.0,43.88499008515517,4.353729735568005,-269.03129074096705,0.020612134296447013,76.1396173400881,82.50427867889418,0
0.35836478045582904,1000.0,0.0,39.84917217832546,13.272183223713371,-268.5992415924064,-0.026106058765202805,74.25737462806698,81.27049829101568,0
0.3562381399869925,1000.0,0.0,44.89822976708005,3.3088394939534465,-271.0617524566656,-0.023789042808115463,81.38273858261101,88.96770247459399,0
0.3569196580648422,1000.0,0.0,42.36190443474392,2.888458292399599,-271.9925446166988,0.02766991288028661,80.12131182289123,89.57757599639888,0
0.35862823864817595,1000.0,0.0,43.71985793135181,3.231026916116457,-273.0026959991464,0.00028218225762253194,90.45476517677317,95.64694665527334,0
0.3556707874536508,1000.0,0.0,43.452480491171606,3.4476731893221175,-272.4785947265621,-0.06333303735405212,123.54037826538091,118.38631968879683,0
0.35108729565143526,1000.0,0.0,41.34073734157525,12.212328608072688,-274.035575805663,-0.05036383200809354,88.2200900363922,99.65697869300833,0
0.3485014770328992,1000.0,0.0,39.494183114831344,11.711328533151882,-274.43977590942313,-0.034791114911437,107.04140839767473,117.09729550933847,0
0.3485686343908314,1000.0,0.0,43.16276222977324,8.953612959752801,-273.77973771667365,0.03632441664114587,112.25728419876113,123.23221168136602,0
